,date,prov_x,deaths,cases,lats,lons,mes
2102,2020-09-14,Río Negro,343.0,6.0,-40.4057957178801,-67.229329893694,9
1704,2020-09-15,Mendoza,413.0,11.0,-34.6298873058957,-68.58312281837979,9
2240,2020-09-15,Salta,211.0,14.0,-24.2991344492002,-64.8144629600627,9
2864,2020-09-15,Tierra del Fuego,94.0,1.0,-82.52151781220999,-50.7427486049785,9
2495,2020-09-15,Santa Cruz,100.0,3.0,-48.8154851827063,-69.95576216719729,9
2391,2020-09-15,San Luis,10.0,1.0,-33.7577257449137,-66.0281298195836,9
1194,2020-09-15,Entre Ríos,311.0,8.0,-32.0588735436448,-59.2014475514635,9
2656,2020-09-15,Santa Fe,888.0,34.0,-30.7069271588117,-60.9498369430241,9
869,2020-09-15,Corrientes,5.0,2.0,-28.7743047046407,-57.8012191977913,9
441,2020-09-15,CABA,1948.0,63.0,-34.6144934119689,-58.4458563545429,9
783,2020-09-15,Chubut,112.0,1.0,-43.7886233529878,-68.52675939433449,9
1533,2020-09-15,La Rioja,5.0,3.0,-29.685776298315,-67.18173596944321,9
2972,2020-09-15,Tucumán,416.0,9.0,-26.947800183078602,-65.3647579441481,9
2103,2020-09-15,Río Negro,330.0,3.0,-40.4057957178801,-67.229329893694,9
1002,2020-09-15,Córdoba,721.0,14.0,-32.142932663607,-63.8017532741662,9
1924,2020-09-15,Neuquén,378.0,4.0,-38.641757582459896,-70.1185705180601,9
680,2020-09-15,Chaco,75.0,6.0,-26.3864309061226,-60.76583074386029,9
181,2020-09-15,Buenos Aires,6907.0,198.0,-36.6769415180527,-60.55883198157189,9
1345,2020-09-15,Jujuy,60.0,12.0,-23.3200784211351,-65.7642522180337,9
1925,2020-09-16,Neuquén,334.0,6.0,-38.641757582459896,-70.1185705180601,9
1705,2020-09-16,Mendoza,418.0,10.0,-34.6298873058957,-68.58312281837979,9
442,2020-09-16,CABA,1879.0,52.0,-34.6144934119689,-58.4458563545429,9
2973,2020-09-16,Tucumán,347.0,9.0,-26.947800183078602,-65.3647579441481,9
2241,2020-09-16,Salta,182.0,18.0,-24.2991344492002,-64.8144629600627,9
2392,2020-09-16,San Luis,16.0,1.0,-33.7577257449137,-66.0281298195836,9
2757,2020-09-16,Santiago del Estero,139.0,2.0,-27.7824116550944,-63.252386656858796,9
1346,2020-09-16,Jujuy,37.0,16.0,-23.3200784211351,-65.7642522180337,9
1195,2020-09-16,Entre Ríos,282.0,4.0,-32.0588735436448,-59.2014475514635,9
2865,2020-09-16,Tierra del Fuego,89.0,3.0,-82.52151781220999,-50.7427486049785,9
182,2020-09-16,Buenos Aires,5695.0,215.0,-36.6769415180527,-60.55883198157189,9
1003,2020-09-16,Córdoba,804.0,13.0,-32.142932663607,-63.8017532741662,9
784,2020-09-16,Chubut,126.0,1.0,-43.7886233529878,-68.52675939433449,9
870,2020-09-16,Corrientes,4.0,1.0,-28.7743047046407,-57.8012191977913,9
681,2020-09-16,Chaco,113.0,4.0,-26.3864309061226,-60.76583074386029,9
2657,2020-09-16,Santa Fe,868.0,21.0,-30.7069271588117,-60.9498369430241,9
1534,2020-09-16,La Rioja,4.0,1.0,-29.685776298315,-67.18173596944321,9
2104,2020-09-16,Río Negro,294.0,7.0,-40.4057957178801,-67.229329893694,9
1196,2020-09-17,Entre Ríos,262.0,6.0,-32.0588735436448,-59.2014475514635,9
2974,2020-09-17,Tucumán,356.0,8.0,-26.947800183078602,-65.3647579441481,9
183,2020-09-17,Buenos Aires,5382.0,198.0,-36.6769415180527,-60.55883198157189,9
2393,2020-09-17,San Luis,10.0,2.0,-33.7577257449137,-66.0281298195836,9
871,2020-09-17,Corrientes,5.0,1.0,-28.7743047046407,-57.8012191977913,9
1535,2020-09-17,La Rioja,9.0,4.0,-29.685776298315,-67.18173596944321,9
1926,2020-09-17,Neuquén,372.0,8.0,-38.641757582459896,-70.1185705180601,9
443,2020-09-17,CABA,1712.0,51.0,-34.6144934119689,-58.4458563545429,9
2242,2020-09-17,Salta,176.0,20.0,-24.2991344492002,-64.8144629600627,9
2758,2020-09-17,Santiago del Estero,174.0,2.0,-27.7824116550944,-63.252386656858796,9
1347,2020-09-17,Jujuy,29.0,11.0,-23.3200784211351,-65.7642522180337,9
2866,2020-09-17,Tierra del Fuego,107.0,2.0,-82.52151781220999,-50.7427486049785,9
2496,2020-09-17,Santa Cruz,94.0,1.0,-48.8154851827063,-69.95576216719729,9
1004,2020-09-17,Córdoba,710.0,19.0,-32.142932663607,-63.8017532741662,9
2329,2020-09-17,San Juan,19.0,1.0,-30.8653679979618,-68.8894908486844,9
785,2020-09-17,Chubut,140.0,3.0,-43.7886233529878,-68.52675939433449,9
682,2020-09-17,Chaco,64.0,3.0,-26.3864309061226,-60.76583074386029,9
2658,2020-09-17,Santa Fe,906.0,35.0,-30.7069271588117,-60.9498369430241,9
1706,2020-09-17,Mendoza,349.0,18.0,-34.6298873058957,-68.58312281837979,9
2105,2020-09-17,Río Negro,281.0,11.0,-40.4057957178801,-67.229329893694,9
444,2020-09-18,CABA,1646.0,57.0,-34.6144934119689,-58.4458563545429,9
1429,2020-09-18,La Pampa,89.0,1.0,-37.1315537735949,-65.4466546606951,9
184,2020-09-18,Buenos Aires,6166.0,189.0,-36.6769415180527,-60.55883198157189,9
683,2020-09-18,Chaco,86.0,8.0,-26.3864309061226,-60.76583074386029,9
1197,2020-09-18,Entre Ríos,274.0,5.0,-32.0588735436448,-59.2014475514635,9
2394,2020-09-18,San Luis,11.0,1.0,-33.7577257449137,-66.0281298195836,9
1005,2020-09-18,Córdoba,890.0,19.0,-32.142932663607,-63.8017532741662,9
2106,2020-09-18,Río Negro,340.0,6.0,-40.4057957178801,-67.229329893694,9
1536,2020-09-18,La Rioja,9.0,3.0,-29.685776298315,-67.18173596944321,9
2975,2020-09-18,Tucumán,335.0,14.0,-26.947800183078602,-65.3647579441481,9
1348,2020-09-18,Jujuy,50.0,9.0,-23.3200784211351,-65.7642522180337,9
2330,2020-09-18,San Juan,12.0,1.0,-30.8653679979618,-68.8894908486844,9
1927,2020-09-18,Neuquén,443.0,2.0,-38.641757582459896,-70.1185705180601,9
1840,2020-09-18,Misiones,13.0,3.0,-26.8753965086829,-54.6516966230371,9
2659,2020-09-18,Santa Fe,892.0,32.0,-30.7069271588117,-60.9498369430241,9
2497,2020-09-18,Santa Cruz,128.0,2.0,-48.8154851827063,-69.95576216719729,9
2243,2020-09-18,Salta,197.0,12.0,-24.2991344492002,-64.8144629600627,9
1707,2020-09-18,Mendoza,451.0,18.0,-34.6298873058957,-68.58312281837979,9
872,2020-09-18,Corrientes,4.0,1.0,-28.7743047046407,-57.8012191977913,9
786,2020-09-18,Chubut,148.0,2.0,-43.7886233529878,-68.52675939433449,9
2244,2020-09-19,Salta,133.0,20.0,-24.2991344492002,-64.8144629600627,9
1708,2020-09-19,Mendoza,468.0,21.0,-34.6298873058957,-68.58312281837979,9
2107,2020-09-19,Río Negro,297.0,7.0,-40.4057957178801,-67.229329893694,9
873,2020-09-19,Corrientes,5.0,1.0,-28.7743047046407,-57.8012191977913,9
1006,2020-09-19,Córdoba,838.0,15.0,-32.142932663607,-63.8017532741662,9
1841,2020-09-19,Misiones,11.0,1.0,-26.8753965086829,-54.6516966230371,9
1928,2020-09-19,Neuquén,354.0,6.0,-38.641757582459896,-70.1185705180601,9
2395,2020-09-19,San Luis,35.0,1.0,-33.7577257449137,-66.0281298195836,9
1537,2020-09-19,La Rioja,12.0,2.0,-29.685776298315,-67.18173596944321,9
1349,2020-09-19,Jujuy,39.0,4.0,-23.3200784211351,-65.7642522180337,9
2759,2020-09-19,Santiago del Estero,152.0,6.0,-27.7824116550944,-63.252386656858796,9
684,2020-09-19,Chaco,81.0,7.0,-26.3864309061226,-60.76583074386029,9
2331,2020-09-19,San Juan,10.0,1.0,-30.8653679979618,-68.8894908486844,9
2976,2020-09-19,Tucumán,286.0,11.0,-26.947800183078602,-65.3647579441481,9
445,2020-09-19,CABA,1435.0,50.0,-34.6144934119689,-58.4458563545429,9
2660,2020-09-19,Santa Fe,945.0,30.0,-30.7069271588117,-60.9498369430241,9
1198,2020-09-19,Entre Ríos,316.0,2.0,-32.0588735436448,-59.2014475514635,9
185,2020-09-19,Buenos Aires,6051.0,192.0,-36.6769415180527,-60.55883198157189,9
2498,2020-09-19,Santa Cruz,162.0,1.0,-48.8154851827063,-69.95576216719729,9
787,2020-09-20,Chubut,161.0,1.0,-43.7886233529878,-68.52675939433449,9
2108,2020-09-20,Río Negro,359.0,8.0,-40.4057957178801,-67.229329893694,9
2661,2020-09-20,Santa Fe,1104.0,34.0,-30.7069271588117,-60.9498369430241,9
2245,2020-09-20,Salta,211.0,16.0,-24.2991344492002,-64.8144629600627,9
1350,2020-09-20,Jujuy,42.0,7.0,-23.3200784211351,-65.7642522180337,9
1929,2020-09-20,Neuquén,476.0,5.0,-38.641757582459896,-70.1185705180601,9
2867,2020-09-20,Tierra del Fuego,92.0,1.0,-82.52151781220999,-50.7427486049785,9
2499,2020-09-20,Santa Cruz,138.0,1.0,-48.8154851827063,-69.95576216719729,9
685,2020-09-20,Chaco,112.0,4.0,-26.3864309061226,-60.76583074386029,9
1538,2020-09-20,La Rioja,8.0,4.0,-29.685776298315,-67.18173596944321,9
2977,2020-09-20,Tucumán,318.0,7.0,-26.947800183078602,-65.3647579441481,9
1007,2020-09-20,Córdoba,933.0,20.0,-32.142932663607,-63.8017532741662,9
1842,2020-09-20,Misiones,13.0,1.0,-26.8753965086829,-54.6516966230371,9
2396,2020-09-20,San Luis,38.0,1.0,-33.7577257449137,-66.0281298195836,9
2332,2020-09-20,San Juan,30.0,1.0,-30.8653679979618,-68.8894908486844,9
2760,2020-09-20,Santiago del Estero,313.0,2.0,-27.7824116550944,-63.252386656858796,9
1709,2020-09-20,Mendoza,500.0,9.0,-34.6298873058957,-68.58312281837979,9
446,2020-09-20,CABA,1746.0,47.0,-34.6144934119689,-58.4458563545429,9
1199,2020-09-20,Entre Ríos,345.0,6.0,-32.0588735436448,-59.2014475514635,9
186,2020-09-20,Buenos Aires,7385.0,171.0,-36.6769415180527,-60.55883198157189,9
686,2020-09-21,Chaco,87.0,3.0,-26.3864309061226,-60.76583074386029,9
1710,2020-09-21,Mendoza,496.0,21.0,-34.6298873058957,-68.58312281837979,9
2868,2020-09-21,Tierra del Fuego,114.0,4.0,-82.52151781220999,-50.7427486049785,9
1008,2020-09-21,Córdoba,1177.0,21.0,-32.142932663607,-63.8017532741662,9
2978,2020-09-21,Tucumán,354.0,13.0,-26.947800183078602,-65.3647579441481,9
2109,2020-09-21,Río Negro,291.0,16.0,-40.4057957178801,-67.229329893694,9
1930,2020-09-21,Neuquén,483.0,10.0,-38.641757582459896,-70.1185705180601,9
2662,2020-09-21,Santa Fe,1073.0,36.0,-30.7069271588117,-60.9498369430241,9
2246,2020-09-21,Salta,201.0,10.0,-24.2991344492002,-64.8144629600627,9
1351,2020-09-21,Jujuy,36.0,15.0,-23.3200784211351,-65.7642522180337,9
187,2020-09-21,Buenos Aires,6835.0,199.0,-36.6769415180527,-60.55883198157189,9
447,2020-09-21,CABA,1679.0,41.0,-34.6144934119689,-58.4458563545429,9
788,2020-09-21,Chubut,170.0,2.0,-43.7886233529878,-68.52675939433449,9
1200,2020-09-21,Entre Ríos,321.0,4.0,-32.0588735436448,-59.2014475514635,9
2761,2020-09-21,Santiago del Estero,248.0,2.0,-27.7824116550944,-63.252386656858796,9
1539,2020-09-21,La Rioja,5.0,2.0,-29.685776298315,-67.18173596944321,9
2333,2020-09-21,San Juan,26.0,1.0,-30.8653679979618,-68.8894908486844,9
1352,2020-09-22,Jujuy,35.0,11.0,-23.3200784211351,-65.7642522180337,9
188,2020-09-22,Buenos Aires,6077.0,184.0,-36.6769415180527,-60.55883198157189,9
2762,2020-09-22,Santiago del Estero,198.0,2.0,-27.7824116550944,-63.252386656858796,9
1201,2020-09-22,Entre Ríos,312.0,6.0,-32.0588735436448,-59.2014475514635,9
2500,2020-09-22,Santa Cruz,168.0,2.0,-48.8154851827063,-69.95576216719729,9
1009,2020-09-22,Córdoba,1028.0,16.0,-32.142932663607,-63.8017532741662,9
2663,2020-09-22,Santa Fe,969.0,30.0,-30.7069271588117,-60.9498369430241,9
1931,2020-09-22,Neuquén,388.0,7.0,-38.641757582459896,-70.1185705180601,9
2110,2020-09-22,Río Negro,314.0,10.0,-40.4057957178801,-67.229329893694,9
687,2020-09-22,Chaco,105.0,4.0,-26.3864309061226,-60.76583074386029,9
1711,2020-09-22,Mendoza,455.0,14.0,-34.6298873058957,-68.58312281837979,9
2979,2020-09-22,Tucumán,376.0,11.0,-26.947800183078602,-65.3647579441481,9
1540,2020-09-22,La Rioja,6.0,2.0,-29.685776298315,-67.18173596944321,9
2247,2020-09-22,Salta,116.0,18.0,-24.2991344492002,-64.8144629600627,9
448,2020-09-22,CABA,1520.0,57.0,-34.6144934119689,-58.4458563545429,9
2397,2020-09-22,San Luis,23.0,1.0,-33.7577257449137,-66.0281298195836,9
789,2020-09-22,Chubut,164.0,4.0,-43.7886233529878,-68.52675939433449,9
1430,2020-09-22,La Pampa,127.0,1.0,-37.1315537735949,-65.4466546606951,9
2869,2020-09-22,Tierra del Fuego,92.0,3.0,-82.52151781220999,-50.7427486049785,9
189,2020-09-23,Buenos Aires,5759.0,188.0,-36.6769415180527,-60.55883198157189,9
2980,2020-09-23,Tucumán,352.0,10.0,-26.947800183078602,-65.3647579441481,9
2398,2020-09-23,San Luis,35.0,2.0,-33.7577257449137,-66.0281298195836,9
2664,2020-09-23,Santa Fe,985.0,45.0,-30.7069271588117,-60.9498369430241,9
2111,2020-09-23,Río Negro,299.0,13.0,-40.4057957178801,-67.229329893694,9
2763,2020-09-23,Santiago del Estero,146.0,3.0,-27.7824116550944,-63.252386656858796,9
790,2020-09-23,Chubut,203.0,3.0,-43.7886233529878,-68.52675939433449,9
2501,2020-09-23,Santa Cruz,145.0,3.0,-48.8154851827063,-69.95576216719729,9
874,2020-09-23,Corrientes,4.0,2.0,-28.7743047046407,-57.8012191977913,9
449,2020-09-23,CABA,1730.0,43.0,-34.6144934119689,-58.4458563545429,9
2248,2020-09-23,Salta,162.0,22.0,-24.2991344492002,-64.8144629600627,9
1541,2020-09-23,La Rioja,10.0,5.0,-29.685776298315,-67.18173596944321,9
1712,2020-09-23,Mendoza,382.0,19.0,-34.6298873058957,-68.58312281837979,9
2870,2020-09-23,Tierra del Fuego,83.0,2.0,-82.52151781220999,-50.7427486049785,9
1010,2020-09-23,Córdoba,1289.0,19.0,-32.142932663607,-63.8017532741662,9
2334,2020-09-23,San Juan,25.0,1.0,-30.8653679979618,-68.8894908486844,9
688,2020-09-23,Chaco,95.0,5.0,-26.3864309061226,-60.76583074386029,9
1932,2020-09-23,Neuquén,375.0,6.0,-38.641757582459896,-70.1185705180601,9
1353,2020-09-23,Jujuy,33.0,18.0,-23.3200784211351,-65.7642522180337,9
1202,2020-09-23,Entre Ríos,321.0,1.0,-32.0588735436448,-59.2014475514635,9
2399,2020-09-24,San Luis,23.0,2.0,-33.7577257449137,-66.0281298195836,9
1011,2020-09-24,Córdoba,1079.0,19.0,-32.142932663607,-63.8017532741662,9
1542,2020-09-24,La Rioja,7.0,6.0,-29.685776298315,-67.18173596944321,9
1354,2020-09-24,Jujuy,45.0,11.0,-23.3200784211351,-65.7642522180337,9
1843,2020-09-24,Misiones,9.0,3.0,-26.8753965086829,-54.6516966230371,9
791,2020-09-24,Chubut,160.0,1.0,-43.7886233529878,-68.52675939433449,9
190,2020-09-24,Buenos Aires,5544.0,178.0,-36.6769415180527,-60.55883198157189,9
689,2020-09-24,Chaco,83.0,3.0,-26.3864309061226,-60.76583074386029,9
2981,2020-09-24,Tucumán,239.0,8.0,-26.947800183078602,-65.3647579441481,9
450,2020-09-24,CABA,1718.0,43.0,-34.6144934119689,-58.4458563545429,9
2249,2020-09-24,Salta,160.0,26.0,-24.2991344492002,-64.8144629600627,9
2871,2020-09-24,Tierra del Fuego,104.0,1.0,-82.52151781220999,-50.7427486049785,9
2112,2020-09-24,Río Negro,295.0,12.0,-40.4057957178801,-67.229329893694,9
2502,2020-09-24,Santa Cruz,172.0,3.0,-48.8154851827063,-69.95576216719729,9
1933,2020-09-24,Neuquén,428.0,5.0,-38.641757582459896,-70.1185705180601,9
1713,2020-09-24,Mendoza,430.0,26.0,-34.6298873058957,-68.58312281837979,9
2764,2020-09-24,Santiago del Estero,226.0,5.0,-27.7824116550944,-63.252386656858796,9
1203,2020-09-24,Entre Ríos,297.0,4.0,-32.0588735436448,-59.2014475514635,9
2665,2020-09-24,Santa Fe,1005.0,32.0,-30.7069271588117,-60.9498369430241,9
2503,2020-09-25,Santa Cruz,171.0,3.0,-48.8154851827063,-69.95576216719729,9
2666,2020-09-25,Santa Fe,1177.0,46.0,-30.7069271588117,-60.9498369430241,9
1012,2020-09-25,Córdoba,828.0,21.0,-32.142932663607,-63.8017532741662,9
191,2020-09-25,Buenos Aires,6190.0,195.0,-36.6769415180527,-60.55883198157189,9
2250,2020-09-25,Salta,159.0,26.0,-24.2991344492002,-64.8144629600627,9
1543,2020-09-25,La Rioja,6.0,9.0,-29.685776298315,-67.18173596944321,9
690,2020-09-25,Chaco,134.0,4.0,-26.3864309061226,-60.76583074386029,9
451,2020-09-25,CABA,1623.0,51.0,-34.6144934119689,-58.4458563545429,9
2872,2020-09-25,Tierra del Fuego,149.0,2.0,-82.52151781220999,-50.7427486049785,9
2113,2020-09-25,Río Negro,344.0,5.0,-40.4057957178801,-67.229329893694,9
2982,2020-09-25,Tucumán,365.0,13.0,-26.947800183078602,-65.3647579441481,9
2335,2020-09-25,San Juan,63.0,2.0,-30.8653679979618,-68.8894908486844,9
792,2020-09-25,Chubut,178.0,7.0,-43.7886233529878,-68.52675939433449,9
1204,2020-09-25,Entre Ríos,322.0,3.0,-32.0588735436448,-59.2014475514635,9
1355,2020-09-25,Jujuy,28.0,9.0,-23.3200784211351,-65.7642522180337,9
1934,2020-09-25,Neuquén,512.0,5.0,-38.641757582459896,-70.1185705180601,9
1714,2020-09-25,Mendoza,522.0,25.0,-34.6298873058957,-68.58312281837979,9
452,2020-09-26,CABA,1304.0,31.0,-34.6144934119689,-58.4458563545429,9
2667,2020-09-26,Santa Fe,1157.0,39.0,-30.7069271588117,-60.9498369430241,9
2504,2020-09-26,Santa Cruz,143.0,5.0,-48.8154851827063,-69.95576216719729,9
1935,2020-09-26,Neuquén,494.0,5.0,-38.641757582459896,-70.1185705180601,9
2873,2020-09-26,Tierra del Fuego,127.0,1.0,-82.52151781220999,-50.7427486049785,9
793,2020-09-26,Chubut,166.0,3.0,-43.7886233529878,-68.52675939433449,9
1356,2020-09-26,Jujuy,19.0,18.0,-23.3200784211351,-65.7642522180337,9
1431,2020-09-26,La Pampa,85.0,3.0,-37.1315537735949,-65.4466546606951,9
875,2020-09-26,Corrientes,2.0,1.0,-28.7743047046407,-57.8012191977913,9
1544,2020-09-26,La Rioja,12.0,5.0,-29.685776298315,-67.18173596944321,9
1715,2020-09-26,Mendoza,459.0,18.0,-34.6298873058957,-68.58312281837979,9
192,2020-09-26,Buenos Aires,5966.0,189.0,-36.6769415180527,-60.55883198157189,9
1013,2020-09-26,Córdoba,856.0,23.0,-32.142932663607,-63.8017532741662,9
2765,2020-09-26,Santiago del Estero,160.0,2.0,-27.7824116550944,-63.252386656858796,9
2114,2020-09-26,Río Negro,371.0,5.0,-40.4057957178801,-67.229329893694,9
2983,2020-09-26,Tucumán,305.0,14.0,-26.947800183078602,-65.3647579441481,9
2400,2020-09-26,San Luis,26.0,2.0,-33.7577257449137,-66.0281298195836,9
691,2020-09-26,Chaco,148.0,2.0,-26.3864309061226,-60.76583074386029,9
2251,2020-09-26,Salta,140.0,20.0,-24.2991344492002,-64.8144629600627,9
2336,2020-09-26,San Juan,48.0,4.0,-30.8653679979618,-68.8894908486844,9
1205,2020-09-26,Entre Ríos,324.0,7.0,-32.0588735436448,-59.2014475514635,9
1357,2020-09-27,Jujuy,19.0,5.0,-23.3200784211351,-65.7642522180337,9
193,2020-09-27,Buenos Aires,6041.0,181.0,-36.6769415180527,-60.55883198157189,9
2252,2020-09-27,Salta,189.0,18.0,-24.2991344492002,-64.8144629600627,9
2115,2020-09-27,Río Negro,401.0,10.0,-40.4057957178801,-67.229329893694,9
2984,2020-09-27,Tucumán,369.0,13.0,-26.947800183078602,-65.3647579441481,9
2505,2020-09-27,Santa Cruz,138.0,2.0,-48.8154851827063,-69.95576216719729,9
876,2020-09-27,Corrientes,6.0,2.0,-28.7743047046407,-57.8012191977913,9
794,2020-09-27,Chubut,180.0,4.0,-43.7886233529878,-68.52675939433449,9
1014,2020-09-27,Córdoba,949.0,15.0,-32.142932663607,-63.8017532741662,9
2401,2020-09-27,San Luis,47.0,2.0,-33.7577257449137,-66.0281298195836,9
2668,2020-09-27,Santa Fe,1157.0,43.0,-30.7069271588117,-60.9498369430241,9
2874,2020-09-27,Tierra del Fuego,145.0,3.0,-82.52151781220999,-50.7427486049785,9
453,2020-09-27,CABA,1512.0,47.0,-34.6144934119689,-58.4458563545429,9
1545,2020-09-27,La Rioja,8.0,3.0,-29.685776298315,-67.18173596944321,9
1206,2020-09-27,Entre Ríos,330.0,4.0,-32.0588735436448,-59.2014475514635,9
692,2020-09-27,Chaco,111.0,3.0,-26.3864309061226,-60.76583074386029,9
1716,2020-09-27,Mendoza,439.0,13.0,-34.6298873058957,-68.58312281837979,9
2766,2020-09-27,Santiago del Estero,141.0,3.0,-27.7824116550944,-63.252386656858796,9
1432,2020-09-27,La Pampa,117.0,1.0,-37.1315537735949,-65.4466546606951,9
1936,2020-09-27,Neuquén,440.0,4.0,-38.641757582459896,-70.1185705180601,9
2337,2020-09-27,San Juan,61.0,5.0,-30.8653679979618,-68.8894908486844,9
693,2020-09-28,Chaco,141.0,7.0,-26.3864309061226,-60.76583074386029,9
194,2020-09-28,Buenos Aires,7259.0,189.0,-36.6769415180527,-60.55883198157189,9
2116,2020-09-28,Río Negro,447.0,11.0,-40.4057957178801,-67.229329893694,9
877,2020-09-28,Corrientes,1.0,1.0,-28.7743047046407,-57.8012191977913,9
2767,2020-09-28,Santiago del Estero,443.0,3.0,-27.7824116550944,-63.252386656858796,9
2875,2020-09-28,Tierra del Fuego,196.0,1.0,-82.52151781220999,-50.7427486049785,9
2338,2020-09-28,San Juan,50.0,2.0,-30.8653679979618,-68.8894908486844,9
1207,2020-09-28,Entre Ríos,365.0,9.0,-32.0588735436448,-59.2014475514635,9
1015,2020-09-28,Córdoba,1128.0,21.0,-32.142932663607,-63.8017532741662,9
454,2020-09-28,CABA,1684.0,47.0,-34.6144934119689,-58.4458563545429,9
2985,2020-09-28,Tucumán,519.0,15.0,-26.947800183078602,-65.3647579441481,9
1546,2020-09-28,La Rioja,12.0,3.0,-29.685776298315,-67.18173596944321,9
1717,2020-09-28,Mendoza,510.0,13.0,-34.6298873058957,-68.58312281837979,9
2402,2020-09-28,San Luis,59.0,2.0,-33.7577257449137,-66.0281298195836,9
2669,2020-09-28,Santa Fe,1506.0,29.0,-30.7069271588117,-60.9498369430241,9
1844,2020-09-28,Misiones,37.0,1.0,-26.8753965086829,-54.6516966230371,9
795,2020-09-28,Chubut,259.0,4.0,-43.7886233529878,-68.52675939433449,9
2506,2020-09-28,Santa Cruz,145.0,2.0,-48.8154851827063,-69.95576216719729,9
2253,2020-09-28,Salta,189.0,18.0,-24.2991344492002,-64.8144629600627,9
1937,2020-09-28,Neuquén,635.0,2.0,-38.641757582459896,-70.1185705180601,9
1358,2020-09-28,Jujuy,29.0,12.0,-23.3200784211351,-65.7642522180337,9
2876,2020-09-29,Tierra del Fuego,191.0,1.0,-82.52151781220999,-50.7427486049785,9
1208,2020-09-29,Entre Ríos,304.0,5.0,-32.0588735436448,-59.2014475514635,9
195,2020-09-29,Buenos Aires,6083.0,178.0,-36.6769415180527,-60.55883198157189,9
1718,2020-09-29,Mendoza,449.0,24.0,-34.6298873058957,-68.58312281837979,9
2254,2020-09-29,Salta,163.0,14.0,-24.2991344492002,-64.8144629600627,9
2507,2020-09-29,Santa Cruz,183.0,2.0,-48.8154851827063,-69.95576216719729,9
1938,2020-09-29,Neuquén,496.0,7.0,-38.641757582459896,-70.1185705180601,9
455,2020-09-29,CABA,1446.0,43.0,-34.6144934119689,-58.4458563545429,9
2117,2020-09-29,Río Negro,345.0,5.0,-40.4057957178801,-67.229329893694,9
1016,2020-09-29,Córdoba,992.0,13.0,-32.142932663607,-63.8017532741662,9
694,2020-09-29,Chaco,126.0,4.0,-26.3864309061226,-60.76583074386029,9
2768,2020-09-29,Santiago del Estero,294.0,3.0,-27.7824116550944,-63.252386656858796,9
2986,2020-09-29,Tucumán,317.0,18.0,-26.947800183078602,-65.3647579441481,9
1547,2020-09-29,La Rioja,4.0,1.0,-29.685776298315,-67.18173596944321,9
2403,2020-09-29,San Luis,41.0,4.0,-33.7577257449137,-66.0281298195836,9
796,2020-09-29,Chubut,247.0,4.0,-43.7886233529878,-68.52675939433449,9
2670,2020-09-29,Santa Fe,1287.0,29.0,-30.7069271588117,-60.9498369430241,9
1359,2020-09-29,Jujuy,31.0,4.0,-23.3200784211351,-65.7642522180337,9
2339,2020-09-29,San Juan,55.0,1.0,-30.8653679979618,-68.8894908486844,9
1433,2020-09-30,La Pampa,103.0,1.0,-37.1315537735949,-65.4466546606951,9
1845,2020-09-30,Misiones,23.0,1.0,-26.8753965086829,-54.6516966230371,9
1719,2020-09-30,Mendoza,371.0,23.0,-34.6298873058957,-68.58312281837979,9
2340,2020-09-30,San Juan,56.0,4.0,-30.8653679979618,-68.8894908486844,9
1548,2020-09-30,La Rioja,8.0,2.0,-29.685776298315,-67.18173596944321,9
2987,2020-09-30,Tucumán,374.0,22.0,-26.947800183078602,-65.3647579441481,9
1017,2020-09-30,Córdoba,951.0,28.0,-32.142932663607,-63.8017532741662,9
2671,2020-09-30,Santa Fe,1178.0,27.0,-30.7069271588117,-60.9498369430241,9
2508,2020-09-30,Santa Cruz,149.0,3.0,-48.8154851827063,-69.95576216719729,9
695,2020-09-30,Chaco,83.0,2.0,-26.3864309061226,-60.76583074386029,9
1360,2020-09-30,Jujuy,21.0,11.0,-23.3200784211351,-65.7642522180337,9
797,2020-09-30,Chubut,279.0,2.0,-43.7886233529878,-68.52675939433449,9
2255,2020-09-30,Salta,168.0,16.0,-24.2991344492002,-64.8144629600627,9
2877,2020-09-30,Tierra del Fuego,184.0,1.0,-82.52151781220999,-50.7427486049785,9
196,2020-09-30,Buenos Aires,5791.0,203.0,-36.6769415180527,-60.55883198157189,9
456,2020-09-30,CABA,1419.0,48.0,-34.6144934119689,-58.4458563545429,9
1939,2020-09-30,Neuquén,446.0,7.0,-38.641757582459896,-70.1185705180601,9
2118,2020-09-30,Río Negro,317.0,12.0,-40.4057957178801,-67.229329893694,9
1209,2020-09-30,Entre Ríos,294.0,3.0,-32.0588735436448,-59.2014475514635,9
457,2020-10-01,CABA,1616.0,46.0,-34.6144934119689,-58.4458563545429,10
2769,2020-10-01,Santiago del Estero,339.0,4.0,-27.7824116550944,-63.252386656858796,10
2119,2020-10-01,Río Negro,466.0,6.0,-40.4057957178801,-67.229329893694,10
2509,2020-10-01,Santa Cruz,190.0,2.0,-48.8154851827063,-69.95576216719729,10
2404,2020-10-01,San Luis,57.0,4.0,-33.7577257449137,-66.0281298195836,10
798,2020-10-01,Chubut,299.0,2.0,-43.7886233529878,-68.52675939433449,10
2256,2020-10-01,Salta,236.0,24.0,-24.2991344492002,-64.8144629600627,10
2341,2020-10-01,San Juan,63.0,4.0,-30.8653679979618,-68.8894908486844,10
